nodeID,nodeType,parentID,option,nodeText,ScenarioCategory,H_p,H_a,TypeOfCase,ProfileCategorie,POI,CP,n,Location,POImatchingCategory,TransferConsiderations,Substrate,PersistenceTime,PersistenceEnvironment,PersistenceInterveningActivities,SocialInteractions,Washed
156,leaf,147,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,s,null,null,null,null,null,null,null,null,null,null,null,null
157,leaf,143,No,"not matching POI likelihood ratio equations for n contributors, no contamination",null,null,null,null,t,null,null,null,null,null,null,null,null,null,null,null,null
158,leaf,143,Yes,"not matching POI likelihood ratio equations for n contributors, with contamination probability c_1\gamma",null,null,null,null,u,null,null,null,null,null,null,null,null,null,null,null,null
159,selectbox,125,null,Type of profile?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
160,leaf,159,No DNA (or only CP),absense of DNA likelihood ratio equations,null,null,null,null,a,null,null,null,null,null,null,null,null,null,null,null,null
161,selectbox,159,POI (and CP),Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
162,textarea,159,Unknown(s) (and CP),Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
163,textarea,159,"POI, unknown(s) (and CP)",Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
164,selectbox,161,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
165,selectbox,161,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
166,selectbox,161,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
167,leaf,164,No,"single profile matching POI likelihood ratio equations (no cohabitation, no contamination)",null,null,null,null,b,null,null,null,null,null,null,null,null,null,null,null,null
168,leaf,164,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1",null,null,null,null,c,null,null,null,null,null,null,null,null,null,null,null,null
169,leaf,164,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,d,null,null,null,null,null,null,null,null,null,null,null,null
170,leaf,165,No,"single profile matching POI likelihood ratio equations, with cohabitation (no one else), no contamination",null,null,null,null,e,null,null,null,null,null,null,null,null,null,null,null,null
171,leaf,165,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,f,null,null,null,null,null,null,null,null,null,null,null,null
172,leaf,165,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,g,null,null,null,null,null,null,null,null,null,null,null,null
173,leaf,166,No,"single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), no contamination",null,null,null,null,h,null,null,null,null,null,null,null,null,null,null,null,null
174,leaf,166,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,i,null,null,null,null,null,null,null,null,null,null,null,null
175,leaf,166,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,j,null,null,null,null,null,null,null,null,null,null,null,null
176,selectbox,162,null,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
177,selectbox,163,null,Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
178,selectbox,177,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
179,selectbox,177,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
180,selectbox,177,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
181,leaf,178,No,"matching POI likelihood ratio equations for n+1 contributors (no cohabitation, no contamination)",null,null,null,null,k,null,null,null,null,null,null,null,null,null,null,null,null
182,leaf,178,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1",null,null,null,null,l,null,null,null,null,null,null,null,null,null,null,null,null
183,leaf,178,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,m,null,null,null,null,null,null,null,null,null,null,null,null
184,leaf,179,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), no contamination",null,null,null,null,n,null,null,null,null,null,null,null,null,null,null,null,null
185,leaf,179,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,o,null,null,null,null,null,null,null,null,null,null,null,null
186,leaf,179,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,p,null,null,null,null,null,null,null,null,null,null,null,null
187,leaf,180,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), no contamination",null,null,null,null,q,null,null,null,null,null,null,null,null,null,null,null,null
188,leaf,180,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,r,null,null,null,null,null,null,null,null,null,null,null,null
189,leaf,180,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,s,null,null,null,null,null,null,null,null,null,null,null,null
190,leaf,176,No,"not matching POI likelihood ratio equations for n contributors, no contamination",null,null,null,null,t,null,null,null,null,null,null,null,null,null,null,null,null
191,leaf,176,Yes,"not matching POI likelihood ratio equations for n contributors, with contamination probability c_1\gamma",null,null,null,null,u,null,null,null,null,null,null,null,null,null,null,null,null
192,selectbox,14,null,Who is considered the person of interest?  (Whose DNA do we expect to see if H_p is true?),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
193,textarea,192,Suspect,"Whose DNA profile(s) is expected under H_p and under H_d? (What are the conditioning profiles?)  Please answer with one or multiple of the following: Complainant/Victim, Elimination 1, Elimination 2. If there are no conditioning profiles, please leave blank.",null,null,null,null,null,Suspect,,null,null,null,null,null,null,null,null,null,null
